grid_lat,grid_lon,thr_hs_pct,thr_zos_pct,thr_hs_abs,thr_zos_abs,zos_mean,hat_m,n_hs_episodes,n_zos_episodes,n_candidate_events,n_rejected_by_hat,compound_count_total,compound_count_annual_mean,mean_overlap_duration,p95_overlap_duration,max_overlap_duration,mean_full_criterion_duration,p95_full_criterion_duration,mean_compound_intensity_norm,p95_compound_intensity_norm,max_compound_intensity_norm,mean_integrated_severity,p95_integrated_severity,max_integrated_severity
1.2,-29.6,0.7,0.99,2.02,0.180165,0.058197,1.404569,872,29,17,16,1,0.03,9.0,9.0,9.0,1.0,1.0,0.0605,0.0605,0.0605,0.0174,0.0174,0.0174
1.2,-29.4,0.7,0.99,2.02,0.179136,0.057255,1.398319,877,29,17,17,0,0.0,,,,,,,,,0.0,0.0,0.0
1.2,-29.2,0.7,0.99,2.01,0.177523,0.056331,1.392795,885,28,17,17,0,0.0,,,,,,,,,0.0,0.0,0.0
1.4,-49.8,0.7,0.99,1.15,0.469349,0.314324,2.427619,742,63,40,39,1,0.03,6.0,6.0,6.0,1.0,1.0,0.0492,0.0492,0.0492,0.049,0.049,0.049
1.4,-49.6,0.7,0.99,1.31,0.453119,0.292287,2.302629,695,54,36,33,3,0.09,7.0,7.9,8.0,1.33,1.9,0.0665,0.0994,0.1019,0.0588,0.0667,0.0671
1.6,-49.8,0.7,0.99,1.3,0.442999,0.282784,2.972669,628,53,32,30,2,0.06,10.5,13.65,14.0,1.5,1.95,0.1127,0.1354,0.1379,0.0725,0.101,0.1041
1.6,-49.6,0.7,0.99,1.394,0.430054,0.269275,2.707691,585,49,32,30,2,0.06,11.0,13.7,14.0,1.5,1.95,0.1323,0.1325,0.1325,0.081,0.0836,0.0839
1.8,-50.0,0.7,0.99,1.29,0.428165,0.258355,4.942067,488,49,31,31,0,0.0,,,,,,,,,0.0,0.0,0.0
1.8,-49.8,0.7,0.99,1.48,0.420777,0.249279,3.615597,505,49,31,28,3,0.09,8.0,13.4,14.0,1.67,2.0,0.0923,0.1435,0.1447,0.072,0.1248,0.1299
1.8,-49.6,0.7,0.99,1.49,0.409141,0.245384,2.987294,521,43,29,26,3,0.09,8.0,13.4,14.0,2.33,4.6,0.0981,0.1725,0.1789,0.131,0.3088,0.3381
2.0,-50.2,0.7,0.99,1.39,0.423585,0.254959,5.31965,477,50,32,32,0,0.0,,,,,,,,,0.0,0.0,0.0
2.0,-50.0,0.7,0.99,1.52,0.410169,0.237464,4.579433,484,50,32,31,1,0.03,13.0,13.0,13.0,1.0,1.0,0.1063,0.1063,0.1063,0.0145,0.0145,0.0145
2.0,-49.8,0.7,0.99,1.58,0.397746,0.227111,3.735987,481,42,29,27,2,0.06,7.5,13.35,14.0,2.0,2.9,0.1006,0.1635,0.1705,0.1257,0.1985,0.2066
2.0,-49.6,0.7,0.99,1.57,0.387219,0.221994,3.102664,494,39,26,23,3,0.09,8.33,12.7,13.0,2.33,4.6,0.1161,0.1981,0.2067,0.1359,0.2984,0.3269
2.2,-50.6,0.7,0.99,0.73,0.429828,0.253006,5.623373,472,53,37,37,0,0.0,,,,,,,,,0.0,0.0,0.0
2.2,-50.4,0.7,0.99,1.17,0.416014,0.24632,5.177614,480,49,35,35,0,0.0,,,,,,,,,0.0,0.0,0.0
2.2,-50.2,0.7,0.99,1.54,0.40404,0.23742,4.676989,470,46,30,30,0,0.0,,,,,,,,,0.0,0.0,0.0
2.2,-50.0,0.7,0.99,1.62,0.390967,0.219998,4.119654,485,40,28,26,2,0.06,10.5,11.85,12.0,1.5,1.95,0.1153,0.1416,0.1445,0.0283,0.0537,0.0565
2.4,-50.6,0.7,0.99,1.38,0.413636,0.242853,5.293974,468,52,33,33,0,0.0,,,,,,,,,0.0,0.0,0.0
2.4,-50.4,0.7,0.99,1.54,0.398284,0.233849,4.884984,459,44,29,29,0,0.0,,,,,,,,,0.0,0.0,0.0
2.4,-50.2,0.7,0.99,1.62,0.38586,0.220121,4.306118,468,41,27,26,1,0.03,10.0,10.0,10.0,1.0,1.0,0.1096,0.1096,0.1096,0.0133,0.0133,0.0133
2.6,-50.8,0.7,0.99,1.01,0.40587,0.239172,4.752028,600,47,33,33,0,0.0,,,,,,,,,0.0,0.0,0.0
2.6,-50.6,0.7,0.99,1.43,0.395717,0.230891,4.697703,468,42,28,28,0,0.0,,,,,,,,,0.0,0.0,0.0
2.6,-50.4,0.7,0.99,1.58,0.381118,0.220426,4.333643,474,39,26,26,0,0.0,,,,,,,,,0.0,0.0,0.0
2.8,-50.8,0.7,0.99,1.24,0.390367,0.227993,4.157855,473,40,29,28,1,0.03,9.0,9.0,9.0,1.0,1.0,0.0445,0.0445,0.0445,0.0,0.0,0.0
2.8,-50.6,0.7,0.99,1.53,0.377105,0.218979,4.068867,460,37,28,28,0,0.0,,,,,,,,,0.0,0.0,0.0
3.0,-50.8,0.7,0.99,1.46,0.372965,0.217488,3.531451,457,36,29,28,1,0.03,13.0,13.0,13.0,1.0,1.0,0.1116,0.1116,0.1116,0.0123,0.0123,0.0123
3.0,-50.6,0.7,0.99,1.61,0.359838,0.20666,3.36274,453,29,24,23,1,0.03,13.0,13.0,13.0,1.0,1.0,0.1278,0.1278,0.1278,0.0123,0.0123,0.0123
3.2,-50.8,0.7,0.99,1.58,0.356249,0.204661,2.964172,445,30,25,23,2,0.06,11.5,12.85,13.0,1.5,1.95,0.1167,0.1505,0.1543,0.0879,0.167,0.1758
3.2,-50.6,0.7,0.99,1.68,0.340849,0.1891,2.765468,441,27,23,22,1,0.03,14.0,14.0,14.0,2.0,2.0,0.1525,0.1525,0.1525,0.1597,0.1597,0.1597
3.4,-50.8,0.7,0.99,1.62,0.337904,0.188402,2.505258,439,26,21,20,1,0.03,12.0,12.0,12.0,2.0,2.0,0.1578,0.1578,0.1578,0.2015,0.2015,0.2015
3.6,-51.0,0.7,0.99,1.27,0.335428,0.186355,2.309414,510,29,21,20,1,0.03,11.0,11.0,11.0,1.0,1.0,0.1503,0.1503,0.1503,0.1018,0.1018,0.1018
3.6,-50.8,0.7,0.99,1.62,0.315248,0.168247,2.202086,436,26,19,18,1,0.03,11.0,11.0,11.0,1.0,1.0,0.1961,0.1961,0.1961,0.1088,0.1088,0.1088
3.8,-51.0,0.7,0.99,1.05,0.316477,0.167289,2.080939,496,29,21,20,1,0.03,10.0,10.0,10.0,1.0,1.0,0.0891,0.0891,0.0891,0.0718,0.0718,0.0718
3.8,-50.8,0.7,0.99,1.54,0.294919,0.150061,1.986709,442,29,20,19,1,0.03,9.0,9.0,9.0,1.0,1.0,0.1494,0.1494,0.1494,0.08,0.08,0.08
4.0,-51.0,0.7,0.99,1.17,0.285958,0.139598,1.941237,496,26,17,15,2,0.06,9.0,9.0,9.0,1.0,1.0,0.0675,0.0907,0.0933,0.0385,0.0599,0.0623
4.0,-50.8,0.7,0.99,1.63,0.271751,0.12938,1.807062,445,28,18,18,0,0.0,,,,,,,,,0.0,0.0,0.0
4.2,-51.2,0.7,0.99,0.8,0.270304,0.123753,1.998946,529,22,14,12,2,0.06,9.5,9.95,10.0,1.0,1.0,0.0581,0.0811,0.0837,0.0594,0.0868,0.0899
4.2,-51.0,0.7,0.99,1.12,0.25845,0.112943,1.749204,502,24,14,13,1,0.03,4.0,4.0,4.0,1.0,1.0,0.0969,0.0969,0.0969,0.0949,0.0949,0.0949
4.2,-50.8,0.7,0.99,1.63,0.252669,0.11172,1.654944,460,22,12,12,0,0.0,,,,,,,,,0.0,0.0,0.0
4.4,-51.6,0.7,0.99,0.8,0.254872,0.108909,1.514566,471,21,13,11,2,0.06,9.0,9.9,10.0,1.5,1.95,0.0479,0.054,0.0547,0.0368,0.0384,0.0385
4.4,-51.4,0.7,0.99,1.07,0.247136,0.09927,1.755413,470,20,12,10,2,0.06,8.5,9.85,10.0,1.5,1.95,0.12,0.1384,0.1404,0.1,0.1051,0.1057
4.4,-51.2,0.7,0.99,1.08,0.249852,0.103241,1.680212,493,20,12,10,2,0.06,5.5,8.65,9.0,1.0,1.0,0.0869,0.1076,0.11,0.0548,0.0853,0.0887
4.4,-51.0,0.7,0.99,1.13,0.243989,0.096584,1.590975,498,18,10,10,0,0.0,,,,,,,,,0.0,0.0,0.0
4.6,-51.6,0.7,0.99,1.55,0.240081,0.095259,1.654176,445,22,12,10,2,0.06,5.5,7.75,8.0,1.0,1.0,0.1606,0.2006,0.205,0.0764,0.1123,0.1163
4.6,-51.4,0.7,0.99,1.61,0.235908,0.090286,1.599656,458,21,11,9,2,0.06,4.0,6.7,7.0,1.0,1.0,0.1659,0.2054,0.2098,0.0759,0.1167,0.1212
4.6,-51.2,0.7,0.99,1.43,0.231094,0.085085,1.529998,471,21,9,8,1,0.03,5.0,5.0,5.0,1.0,1.0,0.084,0.084,0.084,0.0225,0.0225,0.0225
4.6,-51.0,0.7,0.99,1.73,0.240669,0.094501,1.500165,460,14,7,7,0,0.0,,,,,,,,,0.0,0.0,0.0
4.8,-52.0,0.7,0.99,1.51,0.228916,0.080716,1.654961,456,20,12,10,2,0.06,6.0,6.9,7.0,1.0,1.0,0.16,0.2096,0.2151,0.0878,0.1204,0.1241
4.8,-51.8,0.7,0.99,1.73,0.220366,0.073422,1.604465,450,22,12,10,2,0.06,5.5,7.75,8.0,1.0,1.0,0.1947,0.2548,0.2615,0.0928,0.141,0.1464
4.8,-51.6,0.7,0.99,1.8,0.220047,0.076438,1.542312,438,22,11,10,1,0.03,4.0,4.0,4.0,1.0,1.0,0.1272,0.1272,0.1272,0.0289,0.0289,0.0289
4.8,-51.4,0.7,0.99,1.88,0.224285,0.079151,1.500167,448,19,9,8,1,0.03,1.0,1.0,1.0,1.0,1.0,0.1312,0.1312,0.1312,0.0211,0.0211,0.0211
5.0,-52.2,0.7,0.99,1.26,0.214177,0.06435,1.587629,484,24,14,12,2,0.06,6.0,6.9,7.0,1.0,1.0,0.12,0.169,0.1745,0.088,0.1164,0.1196
5.0,-52.0,0.7,0.99,1.56,0.21026,0.061692,1.552442,464,22,13,11,2,0.06,3.5,4.85,5.0,1.0,1.0,0.1575,0.2077,0.2133,0.0925,0.13,0.1342
5.0,-51.8,0.7,0.99,1.82,0.20832,0.063573,1.515197,442,17,9,8,1,0.03,2.0,2.0,2.0,1.0,1.0,0.1306,0.1306,0.1306,0.0325,0.0325,0.0325
5.0,-51.6,0.7,0.99,1.91,0.213288,0.070024,1.479345,447,19,8,7,1,0.03,1.0,1.0,1.0,1.0,1.0,0.1301,0.1301,0.1301,0.0176,0.0176,0.0176
5.2,-52.6,0.7,0.99,1.2,0.212383,0.06142,1.561166,499,26,15,12,3,0.09,5.0,8.6,9.0,1.0,1.0,0.0779,0.1665,0.1789,0.0657,0.1183,0.1237
5.2,-52.4,0.7,0.99,1.47,0.202643,0.053775,1.542537,480,23,15,13,2,0.06,3.5,4.85,5.0,1.0,1.0,0.1631,0.2235,0.2302,0.1044,0.1336,0.1369
5.2,-52.2,0.7,0.99,1.56,0.200427,0.053225,1.510593,471,23,12,10,2,0.06,2.5,3.85,4.0,1.0,1.0,0.163,0.2181,0.2242,0.0934,0.1228,0.1261
5.2,-52.0,0.7,0.99,1.8,0.204716,0.061947,1.477151,464,18,10,9,1,0.03,3.0,3.0,3.0,1.0,1.0,0.1243,0.1243,0.1243,0.0383,0.0383,0.0383
5.4,-52.6,0.7,0.99,1.5,0.190997,0.040494,1.516122,491,22,14,12,2,0.06,4.0,4.0,4.0,1.0,1.0,0.1832,0.2545,0.2624,0.1023,0.1201,0.122
5.4,-52.4,0.7,0.99,1.58,0.18845,0.042148,1.481362,483,19,11,10,1,0.03,3.0,3.0,3.0,1.0,1.0,0.1097,0.1097,0.1097,0.0742,0.0742,0.0742
5.6,-53.4,0.7,0.99,1.21,0.15961,0.018571,1.613339,505,25,14,10,4,0.12,6.0,11.1,12.0,1.0,1.0,0.0631,0.1611,0.1782,0.0302,0.0655,0.0724
5.6,-53.2,0.7,0.99,1.57,0.159295,0.016047,1.599135,500,28,13,9,4,0.12,4.25,7.55,8.0,1.0,1.0,0.093,0.2138,0.2333,0.0371,0.077,0.0843
5.6,-53.0,0.7,0.99,1.61,0.163662,0.016639,1.556313,500,25,11,8,3,0.09,4.67,7.5,8.0,1.0,1.0,0.1433,0.2401,0.2536,0.0646,0.087,0.0909
5.6,-52.8,0.7,0.99,1.63,0.166775,0.017655,1.499172,496,26,13,10,3,0.09,2.67,3.0,3.0,1.0,1.0,0.1538,0.2515,0.2656,0.0708,0.0933,0.0964
5.6,-52.6,0.7,0.99,1.59,0.183282,0.034861,1.461278,503,18,10,9,1,0.03,3.0,3.0,3.0,1.0,1.0,0.1059,0.1059,0.1059,0.0751,0.0751,0.0751
5.8,-53.6,0.7,0.99,1.39,0.147577,0.008678,1.588477,519,20,9,6,3,0.09,6.0,8.7,9.0,1.0,1.0,0.0872,0.1577,0.1645,0.0378,0.0575,0.0607
5.8,-53.4,0.7,0.99,1.27,0.148983,0.006835,1.561184,506,24,10,7,3,0.09,3.67,6.6,7.0,1.0,1.0,0.0763,0.1501,0.159,0.0338,0.0522,0.055
5.8,-53.2,0.7,0.99,1.74,0.152715,0.007779,1.525109,496,24,10,8,2,0.06,2.0,2.9,3.0,1.0,1.0,0.0707,0.1215,0.1272,0.0405,0.0443,0.0447
5.8,-53.0,0.7,0.99,1.75,0.161045,0.012434,1.486704,507,23,12,10,2,0.06,2.0,2.9,3.0,1.0,1.0,0.09,0.1397,0.1452,0.0557,0.0584,0.0587
5.8,-52.8,0.7,0.99,1.74,0.17033,0.020173,1.44521,506,22,9,8,1,0.03,2.0,2.0,2.0,1.0,1.0,0.1353,0.1353,0.1353,0.0642,0.0642,0.0642
6.0,-54.2,0.7,0.99,1.6,0.12723,-0.006022,1.546589,497,25,8,6,2,0.06,4.5,7.65,8.0,1.0,1.0,0.0794,0.1509,0.1588,0.0323,0.0614,0.0647
6.0,-54.0,0.7,0.99,1.7,0.126957,-0.007635,1.555553,506,25,7,5,2,0.06,4.5,6.75,7.0,1.0,1.0,0.0933,0.1685,0.1768,0.0517,0.063,0.0642
6.0,-53.8,0.7,0.99,1.78,0.128935,-0.006673,1.541895,508,23,8,6,2,0.06,2.0,2.9,3.0,1.0,1.0,0.0061,0.0116,0.0122,0.0221,0.0419,0.0441
6.0,-53.6,0.7,0.99,1.81,0.140658,0.00113,1.518222,505,24,11,9,2,0.06,1.0,1.0,1.0,1.0,1.0,0.0072,0.0137,0.0145,0.0229,0.042,0.0441
6.0,-53.4,0.7,0.99,1.82,0.148093,0.00331,1.490253,504,25,9,8,1,0.03,3.0,3.0,3.0,1.0,1.0,0.1426,0.1426,0.1426,0.0281,0.0281,0.0281
6.0,-53.2,0.7,0.99,1.82,0.15634,0.009696,1.457728,507,22,8,7,1,0.03,2.0,2.0,2.0,1.0,1.0,0.1407,0.1407,0.1407,0.0285,0.0285,0.0285
